ticker,factset_ticker,bloomberg_id,isin,company,region,gics_sector,gics_industry,market_cap_usd_m,exposure_latest,materiality_latest,pricing_power_latest,exposure_w1,exposure_w2,exposure_w3,exposure_w4,exposure_w5,materiality_w1,materiality_w2,materiality_w3,materiality_w4,materiality_w5,pricing_power_w1,pricing_power_w2,pricing_power_w3,pricing_power_w4,pricing_power_w5,exposure_delta_1_2,exposure_delta_2_3,exposure_delta_3_4,exposure_delta_4_5,materiality_delta_1_2,materiality_delta_2_3,materiality_delta_3_4,materiality_delta_4_5,pricing_delta_2_3,pricing_delta_3_4,pricing_delta_4_5,materiality_score,pricing_power_score,materiality_trend,alpha_flag
PENN.O,PENN-US,PENN US,US7075691094,PENN Entertainment Inc.,North America,Consumer Discretionary,Consumer Services,1816.0018,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
SMPL.O,SMPL-US,SMPL US,US82900L1026,Simply Good Foods Co,North America,Consumer Staples,Food Beverage & Tobacco,1781.2312,Adopter,Insignificant,Low,Don't Know,Don't Know,,Adopter,Adopter,Insignificant,Insignificant,,Insignificant,Insignificant,,Neutral,,Neutral,Low,,,,Same,,,,Same,,,Down,1.0,1,0.0,0
DK.N,DK-US,DK UN,US24665A1034,Delek US Holdings Inc,North America,Energy,Energy,1736.1396,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
081660.KS,081660-KR,081660 KS,KR7081660003,Misto Holdings Corp,Asia/Pacific,Consumer Discretionary,Consumer Durables & Apparel,1692.043,Adopter,Insignificant,Neutral,,,Adopter,Adopter,Adopter,,,Insignificant,Insignificant,Insignificant,,,Neutral,Neutral,Neutral,,,Same,Same,,,Same,Same,,Same,Same,1.0,2,0.0,0
4208.T,4208-JP,4208 JP,JP3158800007,UBE,Japan,Materials,Materials,1683.9886,Adopter,Insignificant,Neutral,,Adopter,Adopter,Adopter,Adopter,,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Same,,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
IMCR.O,IMCR-US,IMCR US,US45258D1054,Immunocore Holdings Ltd,North America,Health Care,Pharmaceuticals Biotechnology & Life Sciences,1665.444,Adopter,Insignificant,Neutral,Protected,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
ILU.AX,ILU-AU,ILU AU,AU000000ILU1,Iluka Resources Ltd,Asia/Pacific,Materials,Materials,1660.5468,Adopter,Insignificant,High,Protected,Protected,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Low,Neutral,High,Same,Up,Same,Same,Same,Same,Same,Same,Down,Up,Up,1.0,3,0.0,0
300098.SZ,300098-CN,300098 CH,CNE100000S17,Gosuncn Technology Group Co Ltd,Asia/Pacific,Information Technology,Technology Hardware & Equipment,1627.9429,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
DRR.AX,DRR-AU,DRR AU,AU0000107484,Deterra Royalties Ltd,Asia/Pacific,Materials,Materials,1624.9539,Adopter,Insignificant,Low,Protected,Protected,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Low,Neutral,Low,Same,Up,Same,Same,Same,Same,Same,Same,Down,Up,Down,1.0,1,0.0,0
PAHC.O,PAHC-US,PAHC US,US71742Q1067,Phibro Animal Health Corp,North America,Health Care,Pharmaceuticals Biotechnology & Life Sciences,1616.9012,Adopter,Insignificant,Neutral,Don't Know,Don't Know,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
603915.SS,603915-CN,603915 CG,CNE100003LB4,Jiangsu Guomao Reducer Co Ltd,Asia/Pacific,Industrials,Capital Goods,1593.774,Adopter,Insignificant,Low,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Low ,Low,Low,Low,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,1,0.0,0
GYG.AX,GYG-AU,GYG AU,AU0000336679,Guzman y Gomez Ltd,Asia/Pacific,Consumer Discretionary,Consumer Services,1586.8682,Adopter,Insignificant,Neutral,,,Disrupted,Adopter,Adopter,,,Core to Thesis,Insignificant,Insignificant,,,Neutral,Low,Neutral,,,Up,Same,,,Down,Same,,Down,Up,1.0,2,-1.0,0
0506.HK,506-HK,506 HK,BMG2154F1095,China Foods Limited,Asia/Pacific,Consumer Staples,Food Beverage & Tobacco,1577.0496,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
023530.KS,023530-KR,023530 KP,KR7023530009,Lotte Shopping,Asia/Pacific,Consumer Discretionary,Consumer Discretionary Distribution & Retail,1566.0784,Adopter,Insignificant,Neutral,Wildcard,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
DMP.AX,DMP-AU,DMP AU,AU000000DMP0,Domino's Pizza Enterprises LTD,Asia/Pacific,Consumer Discretionary,Consumer Services,1558.91,Adopter,Insignificant,Low,Adopter,Adopter,Enabler/Adopter,Adopter,Adopter,Insignificant,Insignificant,Significant,Insignificant,Insignificant,,Neutral,High,Low,Low,Same,Up,Down,Same,Same,Up,Down,Same,Up,Down,Same,1.0,1,0.0,0
CROP.NS,539876-IN,CROMPTON IS,INE299U01018,Crompton Greaves Consumer Electrical Ltd,Asia/Pacific,Consumer Discretionary,Consumer Durables & Apparel,1551.68,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
KAJR.NS,500233-IN,KJC IS,INE217B01036,Kajaria Ceramics Limited,Asia/Pacific,Industrials,Capital Goods,1543.0227,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
SYRM.NS,543573-IN,SYRMA IN,INE0DYJ01015,Syrma SGS Technology Ltd,Asia/Pacific,Information Technology,Technology Hardware & Equipment,1521.0979,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
6103.T,6103-JP,6103 JP,JP3172100004,Okuma,Japan,Industrials,Capital Goods,1496.6375,Adopter,Insignificant,Neutral,,Adopter,Adopter,Adopter,Adopter,,Insignificant,Insignificant,Insignificant,Insignificant,,Low ,Neutral,Neutral,Neutral,,Same,Same,Same,,Same,Same,Same,Up,Same,Same,1.0,2,0.0,0
PPT.AX,PPT-AU,PPT AU,AU000000PPT9,Perpetual Ltd.,Asia/Pacific,Financials,Financial Services,1496.2346,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
BFSA.DE,BFSA-DE,BFSA GY,LU1704650164,Befesa SA,Europe,Industrials,Commercial & Professional Services,1472.5775,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
4483.T,4483-JP,4483 JP,JP3386690006,JMDC,Japan,Health Care,Health Care Equipment & Services,1455.2554,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
ICOS.MI,ICOS-IT,ICOS IM,IT0005455875,Intercos S.p.A.,Europe,Consumer Staples,Household & Personal Products,1425.4724,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
ARTI.NS,524208-IN,ARTO IS,INE769A01020,Aarti Industries Limited,Asia/Pacific,Materials,Materials,1398.7719,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
SCCC.BK,SCCC-TH,SCCC TB,TH0021010Z06,Siam City Cement PCL,Asia/Pacific,Materials,Materials,1376.2667,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
AFYA.O,AFYA-US,AFYA US,KYG011251066,Afya Ltd,Latin America,Consumer Discretionary,Consumer Services,1356.842,Adopter,Insignificant,High,Adopter,Adopter,Adopter,Adopter,Adopter,Moderate,Moderate,Insignificant,Insignificant,Insignificant,,High ,High,High,High,Same,Same,Same,Same,Same,Down,Same,Same,Same,Same,Same,1.0,3,-1.0,0
JUP.L,JUP-GB,JUP LN,GB00B53P2009,Jupiter Fund Management PLC,Europe,Financials,Financial Services,1326.0577,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Moderate,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Up,Down,Same,Same,Same,Same,1.0,2,0.0,0
PEB.N,PEB-US,PEB US,US70509V1008,Pebblebrook Hotel Trust,North America,Real Estate,Equity Real Estate Investment Trusts (REITs),1311.46,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
INTP.JK,INTP-ID,INTP IJ,ID1000061302,Indocement Tunggal Prakarsa Tbk PT,Asia/Pacific,Materials,Materials,1284.5737,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
VITL.O,VITL-US,VITL US,US92847W1036,Vital Farms Inc,North America,Consumer Staples,Food Beverage & Tobacco,1259.4645,Adopter,Insignificant,High,Adopter,Adopter,,Adopter,Adopter,Insignificant,Insignificant,,Insignificant,Insignificant,,High ,,High,High,,,,Same,,,,Same,,,Same,1.0,3,0.0,0
BV.N,BV-US,BV US,US10948C1071,BrightView Holdings Inc.,North America,Industrials,Commercial & Professional Services,1257.9961,Adopter,Insignificant,Neutral,,,Adopter,Adopter,Adopter,,,Insignificant,Insignificant,Insignificant,,,Neutral,Neutral,Neutral,,,Same,Same,,,Same,Same,,Same,Same,1.0,2,0.0,0
PX.N,PX-US,PX UN,US69376K1060,"P10, Inc.",North America,Financials,Financial Services,1198.1062,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
PTEC.L,PTEC-GB,PTEC LN,IM00B7S9G985,Playtech Plc,Europe,Consumer Discretionary,Consumer Services,1197.2999,Adopter,Insignificant,Low,Don't Know,Don't Know,Don't Know,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Low ,Low,Neutral,Low,Same,Same,Up,Same,Same,Same,Same,Same,Same,Up,Down,1.0,1,0.0,0
MAPI.JK,MAPI-ID,MAPI IJ,ID1000099807,Mitra Adiperkasa Tbk PT,Asia/Pacific,Consumer Discretionary,Consumer Discretionary Distribution & Retail,1149.7836,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
MGAS.NS,539957-IN,MAHGL IN,INE002S01010,Mahanagar Gas Ltd,Asia/Pacific,Utilities,Utilities,1137.4131,Adopter,Insignificant,Neutral,,,,Adopter,Adopter,,,,Insignificant,Insignificant,,,,Neutral,Neutral,,,,Same,,,,Same,,,Same,1.0,2,0.0,0
5703.T,5703-JP,5703 JT,JP3700200003,Nippon Light Metal Holdings,Japan,Materials,Materials,1134.8564,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
VRTS.N,VRTS-US,VRTS UN,US92828Q1094,Virtus Investment Partners Inc,North America,Financials,Financial Services,1120.3903,Adopter,Insignificant,Neutral,,Adopter,Don't Know,Adopter,Adopter,,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,,Down,Up,Same,,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
AAT.N,AAT-US,AAT UN,US0240131047,American Assets Trust Inc.,North America,Real Estate,Equity Real Estate Investment Trusts (REITs),1101.3656,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
9075.T,9075-JP,9075 JT,JP3806800003,Fukuyama Transporting,Japan,Industrials,Transportation,1100.2501,Adopter,Insignificant,Low,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Low,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Down,1.0,1,0.0,0
SUPV.N,SUPV-US,SUPV UN,US40054A1088,Grupo Supervielle S.A.,Latin America,Financials,Banks,1098.7023,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
4023.T,4023-JP,4023 JP,JP3271600003,Kureha,Japan,Materials,Materials,1091.5505,Adopter,Insignificant,Neutral,,Adopter,Adopter,Adopter,Adopter,,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Same,,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
HDL.O,HDL-US,HDL US,US86803S1069,Super Hi,Asia/Pacific,Consumer Discretionary,Consumer Services,1052.1854,Adopter,Insignificant,Neutral,,,Adopter,Adopter,Adopter,,,Insignificant,Insignificant,Insignificant,,,Neutral,Neutral,Neutral,,,Same,Same,,,Same,Same,,Same,Same,1.0,2,0.0,0
CRTO.O,CRTO-US,CRTO US,US2267181046,Criteo SA,North America,Communication Services,Media & Entertainment,1038.3683,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
6078.HK,6078-HK,6078 HK,KYG4712E1035,"Hygeia Healthcare Holdings Co., Ltd.",Asia/Pacific,Health Care,Health Care Equipment & Services,1029.4712,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
METP.NS,542650-IN,METROHL IN,INE112L01020,Metropolis Healthcare Ltd,Asia/Pacific,Health Care,Health Care Equipment & Services,1015.452,Adopter,Insignificant,Neutral,,,Adopter,Adopter,Adopter,,,Insignificant,Insignificant,Insignificant,,,Neutral,Neutral,Neutral,,,Same,Same,,,Same,Same,,Same,Same,1.0,2,0.0,0
5423.T,5423-JP,5423 JT,JP3579800008,Tokyo Steel,Japan,Materials,Materials,1004.16986,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
SAFE.N,SAFE-US,SAFE UN,US78646V1070,Safehold Inc,North America,Real Estate,Equity Real Estate Investment Trusts (REITs),1001.71375,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
SMGR.JK,SMGR-ID,SMGR IJ,ID1000106800,Semen Indonesia (Persero) Tbk PT,Asia/Pacific,Materials,Materials,973.2806,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
6516.T,6516-JP,6516 JP,JP3340800006,Sanyo Denki,Japan,Industrials,Capital Goods,964.3575,Adopter,Insignificant,Neutral,,Adopter,Adopter,Adopter,Adopter,,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Same,,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
SPRC.BK,SPRC-TH,SPRC TB,TH6838010002,Star Petroleum Refining,Asia/Pacific,Energy,Energy,938.6569,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
6707.T,6707-JP,6707 JP,JP3329600005,Sanken Electric,Japan,Information Technology,Semiconductors & Semiconductor Equipment,910.037,Adopter,Insignificant,Neutral,,Adopter,Adopter,Adopter,Adopter,,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Same,,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
2373.HK,2373-HK,2373 HK,KYG0929L1041,Beauty Farm Medical and Health Industry,Asia/Pacific,Consumer Discretionary,Consumer Services,883.96136,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
6966.T,6966-JP,6966 JP,JP3892400007,Mitsui High-tec,Japan,Information Technology,Semiconductors & Semiconductor Equipment,875.2733,Adopter,Insignificant,Neutral,,Adopter,Adopter,Adopter,Adopter,,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Same,,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
1951.HK,1951-HK,1951 HK,KYG5140J1013,Jinxin Fertility Group Ltd,Asia/Pacific,Health Care,Health Care Equipment & Services,860.9472,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
KAR.AX,KAR-AU,KAR AU,AU000000KAR6,Karoon Energy Ltd,Asia/Pacific,Energy,Energy,857.9327,Adopter,Insignificant,Low,Don't Know,Don't Know,,Adopter,Adopter,Moderate,Insignificant,,Insignificant,Insignificant,,Low ,,Low,Low,,,,Same,,,,Same,,,Same,1.0,1,-1.0,0
MMS.AX,MMS-AU,MMS AU,AU000000MMS5,McMillan Shakespeare Limited,Asia/Pacific,Industrials,Commercial & Professional Services,834.1018,Adopter,Insignificant,Neutral,Protected,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
6750.T,6750-JP,6750 JP,JP3168200008,Elecom,Japan,Information Technology,Technology Hardware & Equipment,820.0793,Adopter,Insignificant,Neutral,,Adopter,Adopter,Adopter,Adopter,,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Same,,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
GDRX.O,GDRX-US,GDRX US,US38246G1085,GoodRx Holdings Inc.,North America,Health Care,Health Care Equipment & Services,818.81525,Adopter,Insignificant,Low,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Low ,Low,Low,Low,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,1,0.0,0
BOW.N,BOW-US,BOW US,US10240L1026,Bowhead Specialty Holdings Inc.,North America,Financials,Insurance,807.4453,Adopter,Insignificant,Neutral,,,Adopter,Adopter,Adopter,,,Insignificant,Insignificant,Insignificant,,,Neutral,Neutral,Neutral,,,Same,Same,,,Same,Same,,Same,Same,1.0,2,0.0,0
SIQ.AX,SIQ-AU,SIQ AU,AU000000SIQ4,Smartgroup Corporation LTD,Asia/Pacific,Industrials,Commercial & Professional Services,794.0817,Adopter,Insignificant,Neutral,Protected,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Up,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
IRPC.BK,IRPC-TH,IRPC TB,TH0471010Y04,IRPC PCL,Asia/Pacific,Energy,Energy,765.8874,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
OPTU.N,OPTU-US,ATUS UN,US02156K1034,OPTIMUM COMMUNICATIONS INC.,North America,Communication Services,Media & Entertainment,751.3792,Adopter,Insignificant,Neutral,Wildcard,Wildcard,Wildcard,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,High ,Neutral,Neutral,Neutral,Same,Same,Up,Same,Same,Same,Same,Same,Down,Same,Same,1.0,2,0.0,0
CGEM.O,CGEM-US,CGEM US,US2300311063,Cullinan Therapeutics,North America,Health Care,Pharmaceuticals Biotechnology & Life Sciences,704.1859,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
BIOA.O,BIOA-US,BIOA US,US09077V1008,BioAge Labs Inc,North America,Health Care,Pharmaceuticals Biotechnology & Life Sciences,684.735,Adopter,Insignificant,Neutral,,,Adopter,Adopter,Adopter,,,Insignificant,Insignificant,Insignificant,,,Neutral,Neutral,Neutral,,,Same,Same,,,Same,Same,,Same,Same,1.0,2,0.0,0
